ClientID,ClientName,ClientType,Region,Country,RelationshipManager,KYCStatus,KYCSubmissionDate,KYCLastUpdate,ExpiryDate,SourceSystem,RiskRating,ReviewFrequency,AssetsUnderManagement,DaysToExpiry
C100935,Lee Patel,Individual,North America,Canada,RM_29,Valid,2023-12-02,2023-12-09,2025-01-31,Manual Entry,Medium,Semi-Annual,221110.01,-263
C100936,Zenith LLC 0936,Corporate,EMEA,United Kingdom,RM_15,Missing,2022-03-05,2022-04-18,2023-12-30,Onboarding Portal,High,Annual,48005257.19,-661
C100937,Horizon LLC 0937,Corporate,APAC,Singapore,RM_03,Valid,2023-12-10,2024-03-29,2025-02-25,Manual Entry,Medium,Semi-Annual,43923314.51,-238
C100938,Lee Patel,Individual,APAC,China,RM_29,Valid,2022-02-08,2022-08-26,2024-07-14,Manual Entry,Low,Annual,163352.55,-464
C100939,Acme Holdings 0939,Corporate,Africa,Nigeria,RM_34,Expired,2022-03-17,2022-03-27,2021-07-02,Onboarding Portal,Medium,Semi-Annual,36866908.97,-1572
C100940,Horizon LLC 0940,Corporate,North America,Mexico,RM_39,Expired,2022-05-24,2022-07-11,2020-10-17,Onboarding Portal,Medium,Annual,23619675.43,-1830
C100941,Zenith Holdings 0941,Corporate,North America,Mexico,RM_14,Valid,2022-05-04,2022-08-10,2023-09-12,Manual Entry,Medium,Annual,37739712.12,-770
C100942,Pioneer Holdings 0942,Corporate,APAC,China,RM_07,Valid,2022-03-14,2022-09-26,2023-06-25,Batch Upload,Medium,Quarterly,39251908.87,-849
C100943,Summit Partners 0943,Corporate,Africa,Egypt,RM_07,Valid,2024-08-11,2024-12-03,2026-03-31,Batch Upload,Critical,Semi-Annual,41941042.55,161
C100944,Lee Smith,Individual,North America,United States,RM_21,Missing,2023-11-18,2023-12-03,2024-02-27,Manual Entry,Critical,Annual,193309.62,-602
C100945,Carlos Smith,Individual,Africa,Nigeria,RM_39,Valid,2022-01-22,2022-03-01,2023-07-13,Manual Entry,Low,Annual,16046.11,-831
C100946,Summit Ltd 0946,Corporate,Oceania,Australia,RM_44,Missing,2024-02-18,2024-05-05,2024-10-29,Onboarding Portal,High,Quarterly,21304068.68,-357
C100947,Riverside Holdings 0947,Corporate,APAC,Japan,RM_02,Valid,2024-05-13,2024-09-09,2025-01-05,Onboarding Portal,Critical,Annual,6797245.89,-289
C100948,Summit Group 0948,Corporate,APAC,Singapore,RM_29,Valid,2024-06-26,2024-11-12,2026-07-30,Batch Upload,High,Semi-Annual,34082865.45,282
C100949,Carlos Singh,Individual,APAC,Australia,RM_08,Valid,2023-08-16,2024-02-03,2024-05-01,Onboarding Portal,Low,Semi-Annual,82407.29,-538
C100950,Greenfield Group 0950,Corporate,Africa,Egypt,RM_25,Valid,2022-02-07,2022-06-09,2023-03-06,Onboarding Portal,Critical,Semi-Annual,38554607.16,-960
C100951,Summit Ltd 0951,Corporate,LATAM,Colombia,RM_23,Missing,2022-02-15,2022-03-14,2023-02-23,Batch Upload,Medium,Semi-Annual,2184578.21,-971
C100952,Atlas Group 0952,Corporate,North America,United States,RM_29,Valid,2022-09-17,2022-09-30,2022-11-23,Batch Upload,Critical,Quarterly,26824960.91,-1063
C100953,Acme Enterprises 0953,Corporate,APAC,Japan,RM_12,Valid,2022-12-02,2023-01-04,2023-08-18,Manual Entry,High,Annual,42294015.39,-795
C100954,Acme Group 0954,Corporate,Oceania,New Zealand,RM_39,Valid,2022-03-26,2022-06-22,2022-08-25,Salesforce,High,Semi-Annual,34396274.95,-1153
C100955,Acme Corp 0955,Corporate,APAC,India,RM_39,Valid,2024-03-30,2024-08-19,2025-07-15,Onboarding Portal,Critical,Annual,21150081.04,-98
C100956,Carlos Garcia,Individual,North America,Mexico,RM_31,Valid,2023-03-06,2023-05-29,2023-09-16,Manual Entry,Low,Semi-Annual,147894.89,-766
C100957,Zenith Enterprises 0957,Corporate,LATAM,Brazil,RM_37,Valid,2023-02-18,2023-08-23,2023-11-19,Onboarding Portal,High,Semi-Annual,40010095.02,-702
C100958,Greenfield Ltd 0958,Corporate,APAC,Singapore,RM_23,Valid,2022-11-09,2023-04-01,2024-05-03,Manual Entry,Critical,Quarterly,29019036.46,-536
C100959,Horizon Investments 0959,Corporate,North America,Canada,RM_20,Valid,2022-09-29,2023-03-13,2024-05-14,Onboarding Portal,High,Annual,14944319.63,-525
C100960,Greenfield Group 0960,Corporate,Oceania,New Zealand,RM_42,Pending Review,2022-06-13,2022-09-26,2023-09-10,Onboarding Portal,High,Annual,11711842.0,-772
C100961,Alice Wang,Individual,North America,Mexico,RM_43,Pending Review,2023-06-30,2023-10-10,2024-03-10,Onboarding Portal,Low,Annual,236298.8,-590
C100962,Pioneer Group 0962,Corporate,Oceania,Australia,RM_36,Expired,2023-05-18,2023-07-10,2022-10-14,Onboarding Portal,High,Annual,4972742.42,-1103
C100963,Horizon Partners 0963,Corporate,Oceania,New Zealand,RM_30,Valid,2024-09-20,2025-03-07,2025-09-14,Manual Entry,Critical,Semi-Annual,41012782.53,-37
C100964,Greenfield Holdings 0964,Corporate,Africa,Kenya,RM_26,Valid,2024-07-01,2025-01-05,2026-04-20,Salesforce,Medium,Annual,31084341.14,181
C100965,Riverside Investments 0965,Corporate,Africa,Egypt,RM_08,Valid,2024-09-26,2025-02-10,2027-01-05,Manual Entry,Medium,Semi-Annual,14247800.5,441
C100966,Atlas Holdings 0966,Corporate,Oceania,New Zealand,RM_41,Pending Review,2022-04-01,2022-04-11,2024-03-28,Salesforce,Critical,Annual,48488283.54,-572
C100967,Atlas Enterprises 0967,Corporate,APAC,Japan,RM_05,Valid,2023-05-16,2023-11-22,2025-05-08,Manual Entry,Medium,Annual,14288201.05,-166
C100968,Maria Wang,Individual,Africa,Kenya,RM_28,Valid,2023-09-18,2024-01-11,2025-10-29,Onboarding Portal,Low,Semi-Annual,120088.55,8
C100969,Zenith Investments 0969,Corporate,LATAM,Chile,RM_11,Valid,2023-11-28,2024-04-06,2025-07-02,Manual Entry,Medium,Annual,44515258.27,-111
C100970,John Patel,Individual,Africa,Egypt,RM_21,Valid,2022-01-16,2022-07-20,2023-03-08,Batch Upload,Low,Semi-Annual,28828.02,-958
C100971,Alice Smith,Individual,North America,United States,RM_10,Valid,2022-05-27,2022-08-11,2023-03-07,Onboarding Portal,Low,Annual,173873.79,-959
C100972,Horizon Enterprises 0972,Corporate,Africa,Egypt,RM_32,Valid,2023-11-05,2024-03-25,2025-06-14,Batch Upload,Medium,Annual,10673842.03,-129
C100973,Riverside LLC 0973,Corporate,North America,Canada,RM_49,Valid,2022-02-10,2022-06-06,2023-09-06,Salesforce,Critical,Quarterly,34140623.76,-776
C100974,Acme Partners 0974,Corporate,Oceania,New Zealand,RM_04,Valid,2023-08-02,2024-01-04,2024-05-21,Salesforce,Medium,Annual,46502904.2,-518
C100975,Alice Garcia,Individual,North America,United States,RM_24,Valid,2022-08-03,2022-09-10,2024-05-09,Onboarding Portal,Low,Quarterly,87016.06,-530
C100976,Pioneer LLC 0976,Corporate,North America,Mexico,RM_42,Valid,2024-01-04,2024-02-09,2024-05-19,Batch Upload,Medium,Semi-Annual,19892932.7,-520
C100977,John Johnson,Individual,LATAM,Chile,RM_12,Valid,2024-05-11,2024-06-16,2026-03-29,Onboarding Portal,Low,Semi-Annual,10306.16,159
C100978,Summit Holdings 0978,Corporate,LATAM,Brazil,RM_34,Valid,2023-05-21,2023-11-05,2024-11-20,Manual Entry,Medium,Annual,40407601.38,-335
C100979,Atlas Enterprises 0979,Corporate,LATAM,Argentina,RM_02,Expired,2022-07-24,2022-10-26,2021-06-04,Salesforce,High,Annual,21608876.75,-1600
C100980,Greenfield Holdings 0980,Corporate,North America,Canada,RM_10,Expired,2023-11-04,2024-01-05,2022-01-03,Batch Upload,Medium,Annual,7621452.71,-1387
C100981,Carlos Garcia,Individual,EMEA,Netherlands,RM_50,Valid,2023-05-19,2023-06-02,2025-01-17,Manual Entry,Low,Annual,98363.82,-277
C100982,Pioneer LLC 0982,Corporate,Africa,South Africa,RM_17,Valid,2023-12-06,2024-01-13,2024-03-23,Onboarding Portal,High,Annual,9855451.08,-577
C100983,Pioneer Investments 0983,Corporate,Africa,Kenya,RM_21,Valid,2022-06-24,2022-08-08,2023-01-01,Salesforce,Medium,Semi-Annual,14761892.68,-1024
C100984,Riverside Corp 0984,Corporate,LATAM,Colombia,RM_31,Expired,2023-02-07,2023-04-26,2022-10-30,Salesforce,High,Semi-Annual,7897358.0,-1087
C100985,Summit Ltd 0985,Corporate,Africa,Nigeria,RM_41,Valid,2024-02-07,2024-06-13,2025-06-24,Onboarding Portal,Medium,Semi-Annual,27172005.18,-119
C100986,Pioneer Enterprises 0986,Corporate,Africa,South Africa,RM_41,Valid,2024-09-24,2025-02-16,2026-01-05,Salesforce,Medium,Annual,44547661.77,76
C100987,Priya Patel,Individual,Oceania,New Zealand,RM_50,Valid,2023-11-29,2024-02-21,2024-06-09,Salesforce,Low,Annual,44772.05,-499
C100988,Atlas Ltd 0988,Corporate,North America,United States,RM_11,Missing,2023-10-15,2023-11-24,2024-09-18,Onboarding Portal,High,Annual,47720440.25,-398
C100989,Acme Corp 0989,Corporate,APAC,India,RM_42,Valid,2022-11-25,2023-03-02,2024-12-20,Manual Entry,Medium,Annual,14080634.98,-305
C100990,Summit Investments 0990,Corporate,Oceania,Australia,RM_42,Valid,2022-06-30,2022-07-13,2024-06-30,Onboarding Portal,Medium,Annual,10945939.59,-478
C100991,Maria Kumar,Individual,LATAM,Chile,RM_48,Valid,2024-05-02,2024-10-31,2026-10-06,Onboarding Portal,Low,Quarterly,57741.16,350
C100992,Priya Johnson,Individual,North America,United States,RM_26,Missing,2023-10-09,2024-01-15,2024-09-24,Manual Entry,Low,Annual,143493.92,-392
C100993,Summit LLC 0993,Corporate,Africa,Egypt,RM_05,Valid,2022-10-05,2023-02-18,2024-09-09,Onboarding Portal,Low,Semi-Annual,9006846.29,-407
C100994,Carlos Garcia,Individual,North America,United States,RM_42,Valid,2022-05-29,2022-10-25,2023-07-03,Batch Upload,Medium,Annual,231005.29,-841
C100995,Pioneer Holdings 0995,Corporate,Africa,Nigeria,RM_11,Valid,2022-01-18,2022-07-23,2022-09-05,Onboarding Portal,High,Annual,34291157.35,-1142
C100996,Riverside Group 0996,Corporate,APAC,Japan,RM_49,Valid,2024-06-17,2024-08-26,2025-07-04,Salesforce,Low,Annual,7259292.27,-109
C100997,Atlas Holdings 0997,Corporate,LATAM,Colombia,RM_21,Expired,2024-08-06,2024-10-20,2022-11-17,Batch Upload,Medium,Annual,46243319.34,-1069
C100998,Chen Smith,Individual,EMEA,Germany,RM_28,Valid,2023-06-21,2023-11-25,2025-05-09,Onboarding Portal,Low,Annual,151985.65,-165
C100999,Zenith Holdings 0999,Corporate,Africa,Kenya,RM_18,Pending Review,2022-12-22,2023-05-23,2025-02-13,Batch Upload,Medium,Quarterly,4501124.87,-250
C101000,Horizon Investments 1000,Corporate,Africa,South Africa,RM_02,Valid,2022-12-20,2023-01-04,2024-09-08,Manual Entry,High,Quarterly,23265187.77,-408
C101001,Lee Johnson,Individual,North America,Canada,RM_06,Expired,2024-03-31,2024-09-02,2023-03-24,Onboarding Portal,Low,Semi-Annual,95464.56,-942
C101002,Pioneer Investments 1002,Corporate,North America,Canada,RM_47,Valid,2022-07-22,2022-11-23,2023-02-24,Salesforce,Medium,Semi-Annual,2572546.23,-970
C101003,Atlas Partners 1003,Corporate,North America,Canada,RM_06,Valid,2024-08-11,2024-12-17,2026-08-15,Manual Entry,Critical,Quarterly,36135783.03,298
C101004,Acme Ltd 1004,Corporate,North America,Mexico,RM_05,Valid,2024-01-03,2024-04-04,2024-06-09,Salesforce,Critical,Annual,41644451.15,-499
C101005,Zenith Investments 1005,Corporate,EMEA,France,RM_46,Valid,2023-12-14,2024-06-29,2025-05-14,Manual Entry,Critical,Semi-Annual,22541678.1,-160
C101006,Pioneer Group 1006,Corporate,EMEA,United Kingdom,RM_13,Pending Review,2023-11-02,2023-12-24,2025-10-29,Manual Entry,High,Semi-Annual,35185285.26,8
C101007,Pioneer Investments 1007,Corporate,APAC,Japan,RM_34,Valid,2024-02-18,2024-03-18,2026-02-17,Manual Entry,Medium,Quarterly,4192807.15,119
C101008,Chen Smith,Individual,APAC,Australia,RM_02,Expired,2022-05-02,2022-07-21,2021-01-11,Onboarding Portal,Low,Quarterly,218777.34,-1744
C101009,Zenith Holdings 1009,Corporate,LATAM,Colombia,RM_26,Valid,2023-12-10,2023-12-14,2024-08-06,Manual Entry,Medium,Annual,45454080.93,-441
C101010,Pioneer Investments 1010,Corporate,North America,United States,RM_05,Valid,2023-09-14,2024-02-24,2025-12-09,Manual Entry,High,Annual,45821442.93,49
C101011,Zenith Group 1011,Corporate,EMEA,France,RM_34,Valid,2023-08-04,2023-09-25,2024-07-01,Onboarding Portal,Critical,Semi-Annual,48411832.98,-477
C101012,Maria Garcia,Individual,APAC,Australia,RM_49,Valid,2023-12-20,2024-05-14,2025-09-14,Salesforce,Low,Annual,109113.85,-37
C101013,Atlas Investments 1013,Corporate,EMEA,Netherlands,RM_19,Valid,2023-01-01,2023-03-14,2023-05-30,Manual Entry,Critical,Semi-Annual,33670562.69,-875
C101014,Summit Corp 1014,Corporate,LATAM,Argentina,RM_38,Valid,2024-08-06,2025-02-13,2026-02-06,Batch Upload,Medium,Annual,17114160.15,108
C101015,Horizon Holdings 1015,Corporate,North America,Mexico,RM_30,Valid,2022-06-26,2022-08-19,2023-05-16,Batch Upload,Medium,Annual,4113067.38,-889
C101016,Riverside Partners 1016,Corporate,LATAM,Colombia,RM_24,Missing,2023-11-10,2023-12-15,2025-04-28,Batch Upload,High,Annual,23835661.41,-176
C101017,Carlos Kumar,Individual,LATAM,Brazil,RM_15,Valid,2022-09-07,2023-01-21,2024-09-15,Manual Entry,Medium,Annual,26689.98,-401
C101018,Atlas Partners 1018,Corporate,APAC,Japan,RM_50,Expired,2024-06-14,2024-07-09,2022-05-13,Manual Entry,Medium,Annual,8674989.54,-1257
C101019,Alice Wang,Individual,Oceania,New Zealand,RM_31,Missing,2023-01-21,2023-03-11,2025-02-15,Onboarding Portal,Medium,Semi-Annual,206485.97,-248
C101020,Mohammed Patel,Individual,LATAM,Brazil,RM_08,Pending Review,2023-04-03,2023-09-24,2023-12-11,Batch Upload,Medium,Annual,212949.34,-680
C101021,Summit Partners 1021,Corporate,Oceania,Australia,RM_33,Pending Review,2023-11-16,2024-01-30,2025-11-07,Manual Entry,Critical,Annual,42962167.16,17
C101022,Zenith Corp 1022,Corporate,North America,Canada,RM_28,Pending Review,2022-12-02,2022-12-09,2024-08-09,Onboarding Portal,Medium,Annual,31958284.87,-438
C101023,Alice Singh,Individual,North America,United States,RM_47,Valid,2023-10-04,2024-02-02,2025-06-15,Batch Upload,Low,Annual,17127.99,-128
C101024,Zenith Investments 1024,Corporate,Africa,Nigeria,RM_50,Valid,2023-04-21,2023-06-03,2024-08-03,Manual Entry,Low,Annual,7529840.18,-444
C101025,Summit Holdings 1025,Corporate,North America,United States,RM_05,Valid,2024-09-22,2024-10-02,2024-11-06,Manual Entry,Critical,Annual,20779026.19,-349
C101026,Chen Patel,Individual,APAC,China,RM_44,Missing,2022-06-24,2022-07-31,2024-07-06,Manual Entry,Medium,Quarterly,60863.61,-472
C101027,Riverside Holdings 1027,Corporate,Oceania,New Zealand,RM_22,Missing,2023-09-09,2024-03-24,2026-03-10,Manual Entry,Critical,Annual,36730114.92,140
C101028,Atlas Enterprises 1028,Corporate,EMEA,United Kingdom,RM_19,Missing,2022-12-16,2023-03-27,2024-08-31,Salesforce,High,Semi-Annual,3300907.38,-416
C101029,Carlos Singh,Individual,LATAM,Colombia,RM_19,Valid,2022-09-29,2023-01-25,2024-11-20,Onboarding Portal,Low,Quarterly,182041.65,-335
C101030,Acme Partners 1030,Corporate,North America,Mexico,RM_34,Missing,2022-06-08,2022-11-21,2024-11-03,Manual Entry,Medium,Annual,39630169.06,-352
C101031,Riverside Ltd 1031,Corporate,EMEA,UAE,RM_36,Missing,2023-06-26,2023-07-16,2024-05-20,Manual Entry,High,Annual,6174222.09,-519
C101032,Lee Kumar,Individual,North America,Canada,RM_36,Missing,2023-08-26,2023-10-02,2024-11-15,Manual Entry,Low,Semi-Annual,192334.25,-340
C101033,Lee Smith,Individual,APAC,China,RM_45,Valid,2023-01-25,2023-07-24,2025-02-03,Salesforce,Low,Semi-Annual,72431.2,-260
C101034,Mohammed Smith,Individual,LATAM,Brazil,RM_47,Valid,2023-02-07,2023-05-18,2024-08-19,Manual Entry,Low,Annual,178663.51,-428
C101035,Summit Ltd 1035,Corporate,Oceania,New Zealand,RM_23,Valid,2023-09-25,2024-03-17,2025-05-31,Salesforce,Critical,Annual,40340964.45,-143
C101036,Mohammed Garcia,Individual,APAC,Japan,RM_43,Valid,2023-02-14,2023-05-22,2024-02-27,Manual Entry,Low,Annual,110397.51,-602
C101037,Atlas Partners 1037,Corporate,APAC,Japan,RM_40,Valid,2022-01-19,2022-01-22,2022-07-17,Onboarding Portal,High,Quarterly,49944271.95,-1192
C101038,Atlas Corp 1038,Corporate,North America,Mexico,RM_48,Valid,2024-03-10,2024-04-19,2025-12-08,Batch Upload,Medium,Semi-Annual,13288707.17,48
C101039,Horizon Enterprises 1039,Corporate,Oceania,Australia,RM_33,Valid,2022-06-24,2022-07-20,2023-08-20,Onboarding Portal,Medium,Annual,49797387.5,-793
C101040,Maria Smith,Individual,LATAM,Argentina,RM_49,Valid,2022-05-23,2022-07-19,2022-11-22,Salesforce,Low,Semi-Annual,4396.47,-1064
C101041,Pioneer Investments 1041,Corporate,APAC,China,RM_46,Valid,2022-07-28,2022-10-26,2023-04-21,Manual Entry,Medium,Quarterly,7584601.57,-914
C101042,Summit Partners 1042,Corporate,LATAM,Brazil,RM_40,Valid,2023-01-02,2023-02-07,2023-06-05,Salesforce,Low,Annual,17865853.18,-869
C101043,John Garcia,Individual,LATAM,Brazil,RM_25,Expired,2022-12-15,2023-06-09,2020-12-26,Batch Upload,Low,Annual,79700.54,-1760
C101044,Riverside Group 1044,Corporate,APAC,Japan,RM_12,Expired,2024-03-14,2024-06-08,2022-12-26,Batch Upload,Critical,Quarterly,49330023.71,-1030
C101045,Acme Ltd 1045,Corporate,LATAM,Chile,RM_27,Valid,2023-12-26,2024-05-24,2025-03-02,Salesforce,Medium,Annual,1429222.39,-233
C101046,Acme Corp 1046,Corporate,North America,Canada,RM_25,Valid,2022-05-14,2022-08-21,2024-05-08,Onboarding Portal,Critical,Annual,29520729.79,-531
C101047,Zenith Corp 1047,Corporate,Africa,Kenya,RM_46,Pending Review,2022-11-17,2023-05-25,2025-01-21,Onboarding Portal,High,Semi-Annual,34220942.23,-273
C101048,Zenith Investments 1048,Corporate,APAC,China,RM_01,Pending Review,2023-12-03,2023-12-23,2025-03-04,Manual Entry,Critical,Annual,20838000.34,-231
C101049,Riverside Partners 1049,Corporate,EMEA,United Kingdom,RM_25,Valid,2022-11-28,2023-06-13,2024-03-03,Batch Upload,Medium,Quarterly,12838336.91,-597
C101050,Lee Smith,Individual,North America,Canada,RM_29,Valid,2024-04-13,2024-08-19,2024-10-28,Onboarding Portal,Low,Annual,58815.05,-358
C101051,Atlas Group 1051,Corporate,EMEA,France,RM_01,Valid,2024-08-03,2025-02-14,2025-08-07,Batch Upload,Critical,Annual,39267518.35,-75
C101052,Greenfield Group 1052,Corporate,EMEA,France,RM_17,Valid,2024-06-28,2024-07-05,2025-02-10,Salesforce,High,Annual,15311212.37,-253
C101053,Zenith Enterprises 1053,Corporate,North America,Mexico,RM_39,Valid,2022-09-23,2023-03-06,2024-12-18,Onboarding Portal,Medium,Annual,2202870.97,-307
C101054,John Garcia,Individual,Africa,Nigeria,RM_50,Valid,2022-10-20,2023-02-27,2023-10-06,Salesforce,Medium,Semi-Annual,112823.88,-746
C101055,Priya Singh,Individual,APAC,China,RM_45,Valid,2022-06-14,2022-12-29,2023-11-17,Batch Upload,Low,Annual,102873.71,-704
C101056,Riverside Enterprises 1056,Corporate,Oceania,Australia,RM_19,Valid,2023-11-11,2023-12-03,2025-03-31,Manual Entry,Critical,Semi-Annual,32786530.56,-204
C101057,John Kumar,Individual,Oceania,Australia,RM_32,Valid,2022-02-22,2022-05-16,2024-01-03,Batch Upload,Critical,Annual,209295.44,-657
C101058,Zenith LLC 1058,Corporate,LATAM,Argentina,RM_36,Valid,2024-07-26,2024-11-06,2025-10-10,Salesforce,Medium,Semi-Annual,16953092.71,-11
C101059,John Smith,Individual,Oceania,Australia,RM_04,Valid,2022-12-09,2023-05-06,2025-02-14,Onboarding Portal,Low,Annual,20994.37,-249
C101060,Atlas Group 1060,Corporate,APAC,Australia,RM_33,Valid,2022-09-06,2023-01-25,2024-09-11,Salesforce,High,Annual,25951091.99,-405
C101061,Alice Patel,Individual,EMEA,France,RM_28,Valid,2024-02-25,2024-05-20,2025-03-11,Onboarding Portal,Low,Annual,11934.13,-224
C101062,Summit Group 1062,Corporate,APAC,India,RM_37,Valid,2024-04-07,2024-05-19,2026-04-21,Batch Upload,Critical,Quarterly,30128762.46,182
C101063,Acme Partners 1063,Corporate,Oceania,New Zealand,RM_30,Valid,2022-03-15,2022-09-19,2024-07-12,Onboarding Portal,High,Annual,21599326.92,-466
C101064,Zenith Holdings 1064,Corporate,EMEA,France,RM_40,Valid,2023-10-27,2023-12-22,2024-04-22,Batch Upload,Critical,Semi-Annual,25888967.32,-547
C101065,Summit LLC 1065,Corporate,Africa,South Africa,RM_21,Missing,2022-06-24,2022-10-20,2023-07-11,Batch Upload,Low,Annual,5986392.53,-833
C101066,Riverside Corp 1066,Corporate,APAC,Singapore,RM_34,Valid,2022-02-15,2022-04-28,2023-12-18,Batch Upload,Critical,Semi-Annual,39121031.6,-673
C101067,Carlos Garcia,Individual,LATAM,Argentina,RM_33,Pending Review,2024-03-07,2024-09-01,2025-02-26,Batch Upload,Low,Annual,21612.16,-237
C101068,Riverside Group 1068,Corporate,LATAM,Brazil,RM_27,Missing,2024-09-01,2024-10-09,2026-05-30,Onboarding Portal,High,Annual,32208045.2,221
C101069,Priya Wang,Individual,EMEA,Netherlands,RM_21,Valid,2023-07-12,2023-11-16,2025-06-13,Manual Entry,Medium,Annual,223566.97,-130
C101070,Atlas Group 1070,Corporate,APAC,Australia,RM_30,Valid,2023-04-02,2023-06-08,2024-01-15,Manual Entry,High,Quarterly,34007026.2,-645
C101071,Zenith Partners 1071,Corporate,EMEA,Netherlands,RM_17,Valid,2022-04-23,2022-06-06,2023-06-23,Salesforce,Critical,Annual,21500985.82,-851
C101072,Lee Johnson,Individual,EMEA,United Kingdom,RM_49,Valid,2024-01-29,2024-07-14,2024-10-20,Onboarding Portal,Low,Annual,102390.34,-366
C101073,Lee Smith,Individual,APAC,India,RM_10,Valid,2022-05-17,2022-08-28,2023-12-31,Onboarding Portal,Low,Quarterly,55669.63,-660
C101074,Riverside Holdings 1074,Corporate,Oceania,New Zealand,RM_26,Valid,2022-12-09,2023-01-26,2023-06-27,Batch Upload,Medium,Semi-Annual,36958062.11,-847
C101075,Horizon Holdings 1075,Corporate,LATAM,Brazil,RM_31,Valid,2024-06-23,2024-07-12,2025-12-29,Onboarding Portal,High,Annual,48081566.83,69
C101076,Acme Investments 1076,Corporate,APAC,China,RM_08,Valid,2024-03-16,2024-09-24,2025-06-29,Salesforce,High,Annual,42768764.17,-114
C101077,Atlas Group 1077,Corporate,APAC,Singapore,RM_07,Pending Review,2023-11-06,2023-12-22,2025-04-10,Salesforce,High,Annual,8007783.53,-194
C101078,Summit Partners 1078,Corporate,APAC,China,RM_34,Valid,2022-11-27,2023-04-03,2023-07-29,Salesforce,Low,Semi-Annual,13729251.89,-815
C101079,Atlas Holdings 1079,Corporate,LATAM,Chile,RM_02,Valid,2024-05-15,2024-10-09,2026-05-01,Manual Entry,Medium,Quarterly,18884726.97,192
C101080,Zenith Group 1080,Corporate,APAC,Japan,RM_19,Missing,2024-02-22,2024-08-02,2024-12-03,Salesforce,Medium,Annual,46967860.47,-322
C101081,Lee Kumar,Individual,North America,United States,RM_07,Valid,2024-06-03,2024-12-15,2025-05-05,Salesforce,Low,Annual,235512.07,-169
C101082,Greenfield Investments 1082,Corporate,Africa,South Africa,RM_34,Valid,2023-12-10,2024-05-18,2025-01-29,Manual Entry,High,Semi-Annual,31549931.32,-265
C101083,John Singh,Individual,APAC,China,RM_03,Valid,2023-03-25,2023-09-15,2024-07-06,Onboarding Portal,Low,Annual,192567.58,-472
C101084,Zenith Enterprises 1084,Corporate,North America,Mexico,RM_30,Missing,2023-03-24,2023-05-28,2024-09-22,Batch Upload,High,Semi-Annual,36751865.44,-394
C101085,Carlos Garcia,Individual,APAC,Singapore,RM_24,Valid,2023-05-15,2023-11-20,2024-11-25,Salesforce,Low,Annual,164641.87,-330
C101086,Chen Singh,Individual,Oceania,Australia,RM_50,Valid,2024-01-13,2024-07-07,2025-09-12,Salesforce,Medium,Semi-Annual,221604.85,-39
C101087,Atlas Corp 1087,Corporate,Oceania,Australia,RM_35,Pending Review,2023-08-03,2023-12-28,2025-08-14,Manual Entry,Medium,Annual,5382212.22,-68
C101088,Chen Wang,Individual,North America,United States,RM_15,Valid,2023-05-28,2023-11-19,2024-10-11,Salesforce,Low,Annual,43126.11,-375
C101089,Alice Johnson,Individual,APAC,China,RM_14,Valid,2023-08-27,2023-10-29,2025-07-11,Onboarding Portal,Low,Quarterly,191073.37,-102
C101090,Acme Corp 1090,Corporate,LATAM,Argentina,RM_08,Valid,2024-03-23,2024-04-29,2026-03-09,Manual Entry,High,Annual,23459276.11,139
C101091,Summit Partners 1091,Corporate,Africa,Nigeria,RM_33,Missing,2022-12-12,2023-06-06,2023-08-26,Batch Upload,Medium,Semi-Annual,27119470.24,-787
C101092,Lee Wang,Individual,Oceania,Australia,RM_27,Valid,2024-06-05,2024-10-14,2026-08-30,Batch Upload,Medium,Annual,93569.4,313
C101093,Atlas Investments 1093,Corporate,APAC,Japan,RM_34,Valid,2023-09-25,2024-03-21,2025-10-22,Salesforce,Medium,Annual,28121521.14,1
C101094,Zenith Holdings 1094,Corporate,Oceania,New Zealand,RM_48,Valid,2023-03-05,2023-09-10,2024-05-14,Salesforce,High,Quarterly,17342089.19,-525
C101095,Mohammed Patel,Individual,North America,Canada,RM_17,Valid,2023-10-09,2023-11-12,2024-03-15,Batch Upload,Low,Annual,240022.9,-585
C101096,Lee Patel,Individual,EMEA,Germany,RM_38,Valid,2022-06-11,2022-11-27,2024-06-05,Salesforce,Critical,Semi-Annual,160851.34,-503
C101097,Summit Ltd 1097,Corporate,Oceania,Australia,RM_15,Valid,2023-04-15,2023-07-06,2023-11-28,Onboarding Portal,Critical,Semi-Annual,37101562.57,-693
C101098,Pioneer Holdings 1098,Corporate,LATAM,Colombia,RM_23,Valid,2022-06-17,2022-09-17,2024-04-19,Batch Upload,High,Annual,28580920.97,-550
C101099,Atlas Investments 1099,Corporate,EMEA,United Kingdom,RM_03,Valid,2022-08-04,2022-12-31,2024-05-14,Manual Entry,High,Annual,33471706.61,-525
C101100,Riverside LLC 1100,Corporate,Oceania,New Zealand,RM_12,Valid,2022-06-17,2022-11-22,2023-12-18,Manual Entry,High,Annual,21317183.35,-673
C101101,Alice Garcia,Individual,North America,Canada,RM_07,Pending Review,2022-10-24,2022-11-18,2024-11-02,Salesforce,Low,Quarterly,218109.71,-353
C101102,Pioneer Corp 1102,Corporate,North America,Mexico,RM_41,Missing,2022-03-21,2022-05-12,2022-12-20,Manual Entry,Medium,Quarterly,41240670.8,-1036
C101103,John Smith,Individual,Africa,Egypt,RM_39,Valid,2024-01-29,2024-03-03,2025-10-11,Salesforce,Low,Annual,205296.77,-10
